batch;path;response_time
0;0;7.379704
0;2;1.100844
0;4;9.950601
0;0;1.185556
0;3;8.880949
0;3;11.489497
0;3;5.454541
0;3;0.333707
0;4;1.973570
0;3;11.066011
0;3;5.053456
0;3;4.576876
0;0;0.967938
0;3;0.875350
0;3;1.362003
0;0;1.245104
0;3;12.930627
0;4;2.507208
0;3;16.736849
0;4;2.522321
0;3;5.025888
0;0;2.886887
0;0;2.372303
0;3;6.610592
0;0;0.109374
0;0;3.177266
0;3;19.385583
0;3;4.646094
0;3;3.626787
0;3;0.417831
0;4;2.631735
0;0;0.774089
0;0;11.584297
0;4;9.861747
0;4;2.930322
0;3;1.851354
0;0;3.540695
0;3;3.668231
0;0;2.459565
0;0;3.188065
0;3;5.400932
0;4;2.877110
0;3;15.080144
0;0;4.408073
0;0;1.513438
0;3;8.281187
0;2;2.168331
0;4;6.187363
0;3;0.556406
0;0;1.146865
0;4;5.436097
0;2;0.527620
0;4;5.134764
0;0;1.299392
0;3;5.090598
0;0;0.279664
0;0;1.376172
0;0;0.339857
0;3;14.677864
0;0;1.959049
0;0;2.586169
0;0;2.994535
0;0;0.778486
0;0;0.495714
0;3;5.695856
0;4;14.380131
0;2;2.549745
0;4;1.823607
0;4;3.685996
0;3;10.151929
0;3;0.194969
0;0;1.761023
0;4;18.722896
0;0;1.180772
0;0;6.344704
0;0;0.172855
0;3;10.228493
0;3;6.704427
0;3;1.693573
0;3;4.618122
0;3;5.831729
0;3;11.262915
0;2;1.086205
0;3;0.429759
0;3;15.189561
0;3;0.053335
0;0;1.287942
0;3;11.036723
0;0;2.686742
0;3;2.535830
0;0;0.634736
0;4;1.381716
0;4;1.935594
0;0;0.213477
0;3;0.592109
0;3;5.594896
0;4;7.073251
0;3;8.773482
0;0;2.223869
0;0;4.100854
0;4;1.316363
0;3;7.341672
0;3;9.715676
0;0;1.212704
0;3;2.125465
0;3;8.269377
0;0;3.620710
0;3;6.392439
0;0;0.081469
0;3;0.631343
0;0;0.574281
0;0;1.045785
0;0;1.604839
0;4;4.539203
0;3;4.299396
0;3;12.948225
0;4;1.671533
0;3;7.972398
0;0;4.934126
0;3;0.279329
0;3;0.270193
0;3;5.544490
0;0;4.162070
0;3;1.543569
0;3;5.144546
0;3;1.844416
0;0;0.798145
0;3;0.158533
0;0;0.074696
0;4;2.576979
0;0;0.363938
0;4;6.448519
0;0;1.382182
0;3;3.537189
0;0;0.918942
0;3;0.812564
0;0;2.762510
0;3;1.087855
0;3;5.862486
0;0;2.182106
0;3;3.201344
0;3;0.750258
0;0;0.352954
0;0;2.067946
0;4;7.959957
0;0;3.380657
0;2;0.256720
0;3;1.097610
0;2;0.915111
0;0;3.647448
0;0;2.177998
0;3;4.674207
0;3;2.182629
0;2;0.317592
0;3;18.385378
0;0;1.913625
0;0;2.240070
0;2;0.160513
0;3;9.071104
0;0;0.974172
0;0;1.772959
0;3;21.762952
0;3;6.595669
0;0;0.606741
0;4;3.550031
0;2;1.213879
0;3;2.587807
0;4;4.459399
0;3;3.486784
0;0;0.674191
0;3;15.865386
0;3;18.473931
0;4;2.658848
0;2;1.679773
0;4;9.026530
0;2;0.477121
0;4;3.481646
0;2;1.474482
0;0;0.215306
0;4;2.286063
0;0;1.614259
0;3;0.375563
0;3;4.451184
0;0;7.027371
0;3;0.082635
0;3;4.766558
0;2;0.827685
0;3;5.949473
0;3;14.548827
0;0;1.280064
0;3;10.709542
0;3;16.520707
0;0;0.032404
0;2;0.726200
0;4;15.684316
0;3;8.041850
0;3;0.739627
0;0;1.269774
0;3;1.445770
0;4;2.677486
0;3;8.228255
0;3;0.772468
0;3;1.409704
0;0;2.071682
0;3;1.770744
0;0;1.044879
0;3;0.955726
0;3;7.559715
0;0;1.165914
0;0;0.976403
0;0;2.371900
0;3;0.540355
0;0;2.475316
0;4;13.303335
0;3;0.469992
0;0;0.554316
0;3;7.726483
0;0;1.455591
0;3;9.718198
0;0;4.176128
0;3;3.493484
0;3;15.766420
0;3;1.281149
0;0;1.198189
0;3;3.398065
0;0;4.245402
0;4;3.485420
0;0;0.082323
0;0;3.378926
0;2;1.081195
0;0;0.264984
0;0;0.291756
0;3;3.739020
0;2;0.125727
0;3;9.226612
0;0;3.375005
0;4;5.641365
0;4;3.682155
0;3;2.392610
0;3;3.857010
0;3;4.468343
0;4;1.195165
0;0;1.673473
0;3;3.021740
0;0;9.090455
0;2;2.333112
0;2;0.849085
0;0;1.354950
0;0;1.562252
0;0;0.825222
0;0;0.733181
0;3;9.789139
0;3;9.835150
0;0;1.217378
0;0;0.740244
0;3;0.445057
0;2;1.757192
0;0;0.049300
0;0;1.357890
0;0;1.701441
0;0;1.332828
0;3;1.660640
0;2;0.861660
0;2;0.076576
0;3;2.412208
0;4;17.443174
0;0;0.235390
0;0;3.151576
0;2;0.738708
0;3;7.252598
0;3;14.381920
0;3;1.767731
0;2;0.655144
0;3;7.572661
0;3;8.207764
0;2;1.107438
0;2;0.708957
0;0;1.992213
0;4;2.314202
0;0;1.936328
0;2;2.851473
0;2;1.148634
0;3;1.171387
0;4;11.208822
0;0;0.220055
0;3;14.315873
0;0;2.315619
0;2;1.242514
0;2;2.222095
0;2;1.064012
0;3;3.535184
0;4;10.667673
0;2;0.495765
0;3;0.107233
0;4;7.172962
0;2;0.391476
0;2;2.326940
0;2;0.077709
0;3;5.860039
0;3;16.596556
0;2;0.867513
0;2;1.087000
0;3;3.554545
0;2;0.192454
0;2;0.201634
0;2;1.238986
0;3;3.103306
0;3;0.558806
0;2;0.170890
0;0;1.478586
0;3;8.131887
0;4;3.323250
0;0;5.267842
0;3;2.696710
0;3;3.814862
0;0;2.396086
0;2;1.502973
0;4;3.639510
0;3;2.643149
0;3;4.351158
0;3;0.165407
0;3;2.788144
0;0;3.107780
0;4;11.047146
0;0;0.771231
0;0;0.814524
0;3;5.422712
0;4;10.365862
0;3;4.060969
0;0;7.262449
0;3;10.008006
0;0;0.805611
0;0;1.681949
0;4;6.575288
0;3;8.513611
0;3;1.229257
0;3;5.645070
0;0;1.550183
0;0;1.116863
0;3;0.746683
0;0;2.425072
0;0;2.236460
0;3;0.784114
0;4;4.360504
0;4;12.667851
0;3;5.779730
0;0;2.908858
0;3;1.574485
0;3;18.502327
0;3;0.086229
0;0;1.554314
0;3;2.669303
0;0;2.635652
0;0;8.556180
0;3;1.937190
0;0;0.192478
0;0;1.348788
0;0;2.807470
0;3;6.842367
0;3;0.411003
0;0;1.321927
0;0;2.569393
0;0;0.116067
0;0;7.728642
0;0;4.431472
0;3;0.900967
0;3;9.080752
0;3;9.477379
0;0;4.184235
0;3;2.799989
0;4;11.006568
0;3;2.614103
0;3;2.799514
0;3;1.933343
0;2;1.517764
0;0;1.542929
0;0;0.074314
0;4;9.862592
0;3;0.157848
0;0;0.021983
0;0;3.197635
0;0;0.532358
0;3;1.529569
0;0;0.389443
0;3;2.823026
0;3;1.825996
0;0;0.148399
0;3;1.371567
0;0;2.982457
0;0;1.816574
0;0;5.373528
0;3;0.442199
0;3;5.465774
0;3;1.006024
0;0;6.096982
0;3;1.626106
0;3;1.402088
0;3;3.549266
0;3;6.621562
0;2;0.312233
0;0;0.613630
0;3;6.408513
0;0;1.179782
0;0;0.559096
0;3;6.181074
0;4;2.595688
0;2;0.295373
0;0;8.931635
0;2;0.871589
0;3;3.696350
0;4;10.379441
0;0;2.443300
0;3;3.285050
0;0;2.701692
0;3;3.701925
0;0;0.949634
0;0;3.798673
0;4;3.021556
0;2;1.432022
0;4;5.030264
0;0;0.757344
0;4;3.234927
0;2;0.314242
0;0;1.487022
0;0;0.921499
0;3;0.995956
0;3;5.312202
0;3;0.646034
0;3;9.215432
0;0;0.241121
0;0;1.825364
0;0;0.908756
0;0;0.121637
0;0;0.895972
0;0;0.436992
0;2;0.771913
0;2;0.058175
0;3;0.400920
0;0;9.274602
0;0;1.408122
0;0;0.754044
0;4;3.186640
0;3;1.873720
0;4;3.207612
0;2;0.504562
0;3;7.305343
0;4;8.837194
0;0;3.278929
0;2;0.790855
0;2;1.246300
0;3;2.544494
0;3;1.340739
0;4;8.684582
0;0;0.550241
0;4;4.999678
0;4;1.923426
0;3;8.602190
0;3;3.172420
0;4;1.699115
0;4;3.539072
0;3;2.120837
0;3;11.858967
0;3;0.398233
0;4;1.439757
0;0;1.500376
0;4;1.660251
0;4;8.822418
0;0;0.561409
0;0;0.929611
0;0;0.976536
0;0;3.122801
0;0;1.138416
0;0;5.239132
0;0;1.671821
0;0;2.460877
0;0;1.040772
0;3;0.215782
0;0;0.813027
0;3;0.209014
0;4;9.530660
0;0;7.148606
0;3;0.176270
0;0;0.835127
0;3;1.330898
0;0;1.140846
0;4;7.552310
0;3;0.429672
0;3;1.625738
0;0;2.089547
0;0;1.978581
0;0;6.729855
0;3;0.161035
0;3;30.986962
0;0;2.638315
0;0;1.319450
0;3;2.591397
0;3;12.241182
0;0;0.768248
0;3;2.710650
0;0;2.167693
0;3;5.850942
0;3;2.901817
0;3;2.231906
0;2;1.080759
0;3;2.039490
0;3;11.595944
0;0;8.377082
0;3;5.156207
0;4;10.192366
0;3;0.676691
0;3;0.945097
0;4;6.246221
0;0;0.717244
0;4;20.236926
0;3;0.391716
0;4;2.783638
0;2;0.289896
0;3;5.328253
0;3;4.788516
0;0;7.932239
0;0;1.746225
0;4;1.987207
0;0;1.865136
0;3;6.999330
0;3;2.193375
0;2;3.004274
0;2;0.539268
0;0;2.384653
0;3;4.566992
0;3;1.385406
0;3;5.907857
0;0;3.678780
0;0;0.052941
0;3;0.922821
0;3;2.695942
0;3;1.358856
0;4;12.562842
0;4;5.535834
0;0;0.120770
0;4;0.774347
0;3;0.163263
0;3;1.304578
0;0;1.394670
0;0;0.145113
0;0;0.446090
0;4;4.734854
0;3;1.854741
0;0;1.115424
0;0;0.860921
0;0;6.730184
0;0;3.426577
0;0;1.655725
0;3;1.664450
0;0;0.819923
0;0;0.928390
0;3;3.374392
0;0;0.040011
0;2;0.444364
0;4;2.467791
0;0;0.543822
0;4;3.171326
0;3;23.730211
0;0;1.191568
0;0;0.228835
0;3;2.307378
0;3;0.014049
0;0;0.886472
0;0;0.124738
0;0;1.502308
0;4;6.271813
0;0;6.821591
0;3;0.467346
0;3;4.969911
0;0;1.046244
0;3;3.204262
0;3;3.142491
0;0;1.059117
0;0;4.502422
0;4;0.674914
0;0;0.909089
0;0;4.119918
0;3;4.135184
0;3;3.981081
0;2;1.156822
0;2;0.787506
0;2;0.347956
0;4;6.213903
0;0;3.259037
0;2;1.660700
0;3;9.226311
0;4;7.023043
0;0;5.728483
0;3;2.518319
0;2;0.048541
0;3;9.214560
0;4;9.995182
0;3;9.528540
0;4;2.414703
0;3;1.455876
0;3;7.739726
0;0;3.255771
0;3;3.893421
0;3;7.534798
0;3;12.049143
0;3;0.012386
0;0;2.813700
0;0;0.507830
0;4;1.293145
0;3;1.756213
0;0;5.111998
0;2;4.043775
0;4;5.932375
0;3;1.766042
0;0;1.108555
0;2;0.225704
0;0;2.498039
0;0;6.034835
0;0;1.387646
0;3;10.500914
0;3;2.026354
0;3;2.457906
0;3;4.530847
0;0;0.154069
0;2;1.131408
0;2;1.121978
0;3;4.614624
0;3;1.640182
0;3;2.682986
0;0;1.106479
0;2;0.355795
0;3;0.674987
0;4;1.398782
0;0;0.769676
0;4;8.441411
0;0;4.413023
0;0;4.805009
0;0;4.898659
0;3;2.762928
0;4;2.201436
0;2;2.242313
0;4;1.215404
0;3;2.417458
0;3;11.468893
0;3;1.477802
0;2;0.998786
0;2;0.536176
0;3;14.813731
0;2;0.115941
0;3;17.230195
0;3;5.233162
0;2;0.378873
0;4;4.278163
0;0;0.833497
0;0;0.798365
0;3;2.305122
0;0;1.454873
0;0;0.252146
0;0;3.131785
0;3;3.703792
0;2;0.017819
0;2;0.980067
0;0;3.043684
0;0;0.612991
0;4;3.695010
0;3;0.243042
0;3;2.139577
0;0;2.474344
0;3;6.159079
0;3;1.778864
0;0;6.393509
0;3;8.031360
0;3;5.526870
0;0;0.726994
0;0;3.642331
0;3;0.131681
0;0;2.877682
0;3;20.381286
0;3;1.173025
0;3;1.778704
0;3;1.456231
0;0;0.040453
0;4;5.387297
0;3;2.149507
0;3;4.538711
0;4;2.309071
0;0;0.011040
0;0;2.478631
0;0;2.648191
0;4;4.053236
0;0;2.664202
0;4;3.371474
0;0;1.693199
0;0;3.616346
0;3;2.396802
0;0;1.340934
0;3;12.262531
0;3;7.710528
0;0;0.094906
0;3;4.451026
0;4;5.923782
0;4;6.326886
0;0;0.510820
0;3;1.321459
0;4;2.673325
0;3;0.118148
0;3;2.050469
0;0;0.322223
0;0;3.291132
0;3;5.878703
0;3;3.461461
0;0;3.440317
0;3;2.620657
0;3;4.492569
0;3;3.048791
0;0;0.002197
0;2;1.531379
0;0;3.165717
0;0;4.141999
0;3;1.317988
0;4;4.285394
0;3;8.061066
0;4;4.889408
0;4;13.002714
0;3;15.902098
0;3;8.385691
0;3;2.421602
0;0;3.291125
0;0;3.115687
0;0;1.604401
0;0;1.410354
0;3;5.949265
0;3;1.179603
0;3;4.098996
0;3;2.822274
0;2;0.382565
0;0;5.617065
0;2;0.700496
0;4;2.788770
0;3;13.379489
0;4;11.660346
0;3;3.617963
0;3;4.183313
0;3;0.635663
0;3;13.018677
0;2;0.553052
0;3;2.506632
0;3;0.631778
0;3;3.330274
0;3;6.385744
0;0;2.640808
0;0;3.251250
0;3;2.995673
0;4;4.382676
0;2;3.242385
0;3;0.302537
0;3;3.849910
0;0;0.264211
0;2;0.792093
0;3;7.468469
0;3;9.629711
0;0;2.358465
0;0;0.317901
0;3;0.619838
0;3;1.228124
0;3;13.087103
0;2;0.835411
0;4;5.471726
0;3;2.255934
0;0;0.568822
0;3;3.257691
0;0;0.690250
0;2;2.332154
0;4;4.444591
0;0;0.328927
0;0;1.355560
0;0;0.009102
0;0;4.862962
0;0;0.803337
0;3;0.393285
0;2;4.978059
0;3;0.366127
0;3;1.797983
0;0;1.580867
0;2;1.166600
0;3;2.336418
0;2;7.501539
0;2;5.075726
0;2;1.101515
0;2;1.313438
0;3;4.891381
0;3;6.103176
0;3;2.774792
0;3;10.611099
0;3;2.136950
0;2;0.203503
0;3;2.371056
0;0;0.058590
0;3;2.597383
0;2;1.696533
0;2;1.233073
0;0;0.812013
0;3;8.815537
0;0;0.124112
0;3;3.505175
0;3;2.499188
0;0;0.101714
0;3;1.368816
0;4;7.964815
0;3;0.235361
0;0;3.756823
0;2;0.979437
0;2;3.094387
0;3;3.305628
0;3;1.384378
0;3;1.059566
0;2;0.398593
0;3;7.163328
0;3;1.023193
0;2;1.543148
0;0;0.145046
0;0;0.140157
0;3;0.089481
0;4;15.952931
0;3;0.972778
0;2;3.204274
0;3;7.546607
0;3;0.867870
0;0;2.139744
0;2;1.650554
0;3;8.656862
0;2;1.149037
0;3;8.571908
0;0;0.551840
0;4;5.868290
0;2;0.637050
0;0;2.146528
0;3;4.969629
0;3;1.645782
0;2;0.204943
0;3;2.588857
0;0;0.455296
0;3;3.172513
0;0;1.359313
0;0;0.325514
0;4;0.999116
0;3;7.770112
0;0;1.341306
0;0;7.662180
0;3;5.328325
0;4;8.217552
0;4;4.229995
0;4;2.540721
0;0;3.523555
0;0;2.012943
0;0;0.814228
0;2;0.205452
0;0;1.819528
0;2;1.305075
0;3;2.617655
0;4;5.116908
0;0;1.111655
0;4;6.057704
0;3;2.862529
0;0;0.869398
0;4;6.962244
0;3;0.492078
0;4;10.919303
0;0;0.337022
0;2;2.337244
0;3;3.611909
0;2;1.908624
0;3;4.258853
0;0;5.020090
0;2;1.601364
0;3;3.977877
0;3;0.543190
0;4;10.624459
0;3;0.616212
0;3;6.623318
0;3;1.700224
0;3;6.702664
0;4;2.384572
0;3;0.174597
0;0;0.064889
0;0;0.347969
0;3;5.131005
0;0;0.799179
0;3;19.350499
0;0;2.489843
0;2;0.444956
0;0;2.009222
0;3;2.474396
0;3;8.258676
0;0;0.856705
0;0;3.058429
0;0;0.696233
0;0;1.537366
0;4;4.591140
0;3;0.070436
0;0;0.033368
0;0;4.999505
0;0;1.147645
0;0;0.445690
0;0;2.045081
0;0;1.785431
0;4;3.162604
0;0;0.459320
0;0;2.005369
0;0;6.014413
0;0;0.461234
0;0;1.125046
0;3;0.905686
0;0;0.502125
0;0;5.289936
0;2;0.467537
0;3;1.702297
0;3;0.857606
0;3;6.537136
0;2;0.582703
0;3;2.908529
0;3;14.384659
0;3;0.129892
